agent,configuration,seed,phase,actor,alpha,has_real_alpha,ess_mean,ess_std,saturation_mass_mean,saturation_mass_std,fraction_clipped_mean,fraction_clipped_std,top5_mass_mean,top5_mass_std,entropy_mean,entropy_std
CRL,16,4,53000,actor,18.777060694992542,True,0.334279,0.012321,0.966463,0.015943,0.317969,0.011675,0.14263,0.005188,4.463435,0.039462
CRL,17,0,53000,actor,4.175404887646437,True,1.0,0.0,0.0,0.0,0.0,0.0,0.046875,0.0,5.545177,0.0
CRL,17,1,53000,actor,4.175404887646437,True,0.128591,0.026781,0.06384,0.07399,0.002344,0.002731,0.506492,0.044025,4.163845,0.124908
CRL,17,2,53000,actor,4.175404887646437,True,0.209012,0.0353,0.946402,0.00939,0.191797,0.033977,0.239592,0.053543,3.997685,0.182939
CRL,17,3,53000,actor,4.175404887646437,True,0.076518,0.029553,0.055623,0.09041,0.001172,0.001887,0.587857,0.06873,3.798448,0.233924
CRL,17,4,53000,actor,4.175404887646437,True,0.580265,0.098871,0.0,0.0,0.0,0.0,0.168801,0.022276,5.275755,0.051808
CRL,18,0,53000,actor,10.597297567874193,True,0.296045,0.020718,0.936804,0.013839,0.267969,0.019935,0.164668,0.012153,4.359228,0.067644
CRL,18,1,53000,actor,10.597297567874193,True,0.304342,0.015937,0.949678,0.012493,0.28125,0.015516,0.158697,0.008609,4.382608,0.051761
CRL,18,2,53000,actor,10.597297567874193,True,0.309807,0.01997,0.94285,0.021217,0.283594,0.022493,0.156622,0.011468,4.40367,0.063245
CRL,18,3,53000,actor,10.597297567874193,True,0.304506,0.023353,0.942917,0.014104,0.278516,0.018602,0.159417,0.012171,4.383457,0.076524
CRL,18,4,53000,actor,10.597297567874193,True,0.309965,0.021394,0.941768,0.011766,0.282812,0.018616,0.156764,0.011541,4.401973,0.073206
CRL,19,0,53000,actor,25.54159015417099,True,1.0,0.0,0.0,0.0,0.0,0.0,0.046875,0.0,5.545177,0.0
CRL,19,1,53000,actor,25.54159015417099,True,1.0,0.0,0.0,0.0,0.0,0.0,0.046875,0.0,5.545177,0.0
CRL,19,2,53000,actor,25.54159015417099,True,1.0,0.0,0.0,0.0,0.0,0.0,0.046875,0.0,5.545177,0.0
CRL,19,3,53000,actor,25.54159015417099,True,1.0,0.0,1.0,0.0,1.0,0.0,0.046875,0.0,5.545177,0.0
CRL,19,4,53000,actor,25.54159015417099,True,1.0,0.0,0.0,0.0,0.0,0.0,0.046875,0.0,5.545177,0.0
CRL,20,0,53000,actor,28.2622610963881,True,0.325648,0.024738,0.976477,0.01132,0.314062,0.025727,0.146598,0.011733,4.432145,0.0759
CRL,20,1,53000,actor,28.2622610963881,True,0.335099,0.016953,0.979016,0.009639,0.324609,0.018271,0.141754,0.007662,4.461446,0.049931
CRL,20,2,53000,actor,28.2622610963881,True,0.338132,0.021064,0.978841,0.010748,0.327734,0.022736,0.140569,0.009166,4.469049,0.062113
CRL,20,3,53000,actor,28.2622610963881,True,0.338343,0.029557,0.980713,0.010134,0.328906,0.029336,0.140757,0.012427,4.467079,0.086403
CRL,20,4,53000,actor,28.2622610963881,True,0.343122,0.026715,0.980404,0.009731,0.332812,0.024897,0.138838,0.011288,4.483587,0.079391
CRL,21,0,53000,actor,13.440647944808006,True,1.0,0.0,0.0,0.0,0.0,0.0,0.046875,0.0,5.545177,0.0
CRL,21,1,53000,actor,13.440647944808006,True,0.268086,0.039321,0.979767,0.015467,0.260938,0.041373,0.180787,0.033856,4.225709,0.160952
CRL,21,2,53000,actor,13.440647944808006,True,1.0,0.0,0.0,0.0,0.0,0.0,0.046875,0.0,5.545177,0.0
CRL,21,3,53000,actor,13.440647944808006,True,0.086738,0.065922,0.0,0.0,0.0,0.0,0.56488,0.117641,3.805564,0.575397
CRL,21,4,53000,actor,13.440647944808006,True,1.0,0.0,1.0,0.0,1.0,0.0,0.046875,0.0,5.545177,0.0
CRL,22,0,53000,actor,1.3471462950110435,True,0.101432,0.009069,0.434221,0.112708,0.028516,0.012764,0.614193,0.033027,3.746424,0.064939
CRL,22,1,53000,actor,1.3471462950110435,True,0.100867,0.009249,0.413452,0.143092,0.026953,0.013588,0.613783,0.031481,3.744188,0.074172
CRL,22,2,53000,actor,1.3471462950110435,True,0.10175,0.009152,0.395148,0.166456,0.026562,0.013755,0.614666,0.033106,3.746541,0.082418
